Date,Close,High,Low,Open,Volume
2018-02-21,40.18894577026367,40.90546993442809,40.17484714537294,40.60241581622641,149886400
2018-02-22,40.52488327026367,40.86552649965354,40.33929262849657,40.360435185527116,123967600
2018-02-23,41.22966384887695,41.264901443927855,40.76920562691521,40.799747265758924,135249600
2018-02-26,42.04486846923828,42.143537339161625,41.3964715020134,41.429361125321186,152648800
2018-02-27,41.90860366821289,42.39959996000254,41.85457149250912,42.07540332108041,155712400
2018-02-28,41.845176696777344,42.43249392454348,41.82873367844383,42.1129932092507,151128400
2018-03-01,41.11220932006836,42.235159665006215,40.56248121005949,41.943849005617665,195208000
2018-03-02,41.39646530151367,41.41760785946614,40.5131379769265,40.595363815229945,153816000
2018-03-05,41.53977584838867,41.75590816450628,40.99944326574465,41.161543399007854,113605600
2018-03-06,41.50452423095703,41.87570906687499,41.37766531511881,41.79583480191392,95154000
2018-03-07,41.11924743652344,41.311889179650166,40.94070431594449,41.09810487975081,126814000
2018-03-08,41.567955017089844,41.61024012699742,41.128642980010106,41.22496025858815,95096400
2018-03-09,42.28213882446289,42.286838365775004,41.673679066083274,41.80758910823076,128740800
2018-03-12,42.690921783447266,42.848322395561276,42.33618341149185,42.35497441125731,128828400
2018-03-13,42.27977752685547,43.10906886455856,42.108281962336044,42.89528461095162,126774000
2018-03-14,41.920352935791016,42.409001275131494,41.77234785465769,42.362016616189074,117473600
2018-03-15,41.96968078613281,42.34321720616517,41.83342636615037,41.934443192119986,90975200
2018-03-16,41.821678161621094,42.080095541605395,41.72770527232746,41.969679637122375,157618800
2018-03-19,41.18267822265625,41.692469065666344,40.79739832548874,41.65723147144648,133787200
2018-03-20,41.16859817504883,41.535083627175275,41.098119376247446,41.16859817504883,78597600
2018-03-21,40.235923767089844,41.133342496005184,40.2335722043143,41.12159543622554,148219600
2018-03-22,39.667396545410156,40.56716314673629,39.60866483810851,39.937560965118145,165963200
2018-03-23,38.74884033203125,39.91877519588673,38.74884033203125,39.55933735467391,164115200
2018-03-26,40.58832550048828,40.66585181526154,39.10123764736558,39.484169679054624,150164800
2018-03-27,39.547576904296875,41.147427848964746,39.213981276329726,40.802085163982866,163690400
2018-03-28,39.110626220703125,39.94226938848122,38.80757212089568,39.291520923138435,166674000
2018-03-29,39.416019439697266,40.34867915139924,39.20928270218189,39.423066957139966,153594000
2018-04-02,39.1576042175293,39.688541173485575,38.63841790528605,39.148208721137635,150347200
2018-04-03,39.559329986572266,39.643903791381845,38.734738078203186,39.38313485861057,121112000
2018-04-04,40.3157958984375,40.40976520228885,38.70889714356491,38.734739239828905,138422000
2018-04-05,40.595367431640625,40.93131116470009,40.426219783553385,40.54368322890842,107732800
2018-04-06,39.5569953918457,40.520193599758414,39.51470668278402,40.1654552459367,140021200
2018-04-09,39.949317932128906,40.66349409278615,39.902333271573795,39.90938079142207,116070800
2018-04-10,40.70107650756836,40.87727164396476,40.297002041323346,40.64234479543622,113634400
2018-04-11,40.51078414916992,40.8584748625263,40.336937000142214,40.46144793637185,89726400
2018-04-12,40.910152435302734,41.11218962484706,40.65173152378146,40.73865687658323,91557200
2018-04-13,41.048763275146484,41.309532195215816,40.842030106003335,41.06051033337822,100497200
2018-04-16,41.304840087890625,41.3917618744456,41.07226121814989,41.1192458707553,86313600
2018-04-17,41.873374938964844,42.0378230637771,41.443458251076926,41.462252834584085,106421600
2018-04-18,41.77939224243164,42.00962314798059,41.55386446253399,41.772344723353555,83018000
2018-04-19,40.595367431640625,41.203827218251746,40.56247781032921,40.82089523929037,139235200
2018-04-20,38.932090759277344,40.22418886209388,38.863959942787496,40.07853531397143,261964400
2018-04-23,38.81930923461914,39.21398457367162,38.54914123935694,39.19284202008641,146062000
2018-04-24,38.27899169921875,39.07539378926643,37.874917122911945,38.920341166676565,134768000
2018-04-25,38.44578170776367,38.86160328074757,38.154474676608544,38.203807312988204,113528400
2018-04-26,38.57968521118164,38.934423442282075,38.3799959671343,38.556191093752886,111852000
2018-04-27,38.13332748413086,38.60552915559445,37.73630053958174,38.52800286600505,142623200
2018-04-30,38.82400894165039,39.29386262956207,38.02055956548532,38.08869035766404,169709600
2018-05-01,39.726139068603516,39.74962960710038,38.82636863760575,39.094185152429375,214277600
2018-05-02,41.48103713989258,41.758249112359714,40.83028873791382,41.166232425025626,266157600
2018-05-03,41.556217193603516,41.69952273908075,40.98064703329983,41.31894232653787,136272800
2018-05-04,43.186607360839844,43.28527621703222,41.856920403424276,41.875714983370386,224805200
2018-05-07,43.49905776977539,44.0887228912663,43.402736897928456,43.50375372593912,169805600
2018-05-08,43.70814514160156,43.748082279576245,43.149018040556854,43.459123231465554,113611200
2018-05-09,44.01589584350586,44.0252913404696,43.51315251551119,43.82560566387086,92844800
2018-05-10,44.64551544189453,44.72304176458821,44.084040181810664,44.10518633141856,111957200
2018-05-11,44.47571563720703,44.82239020928349,44.206866336262394,44.687967358073,104848800
2018-05-14,44.37192916870117,44.6973795056611,44.30353925656138,44.574745471679925,83115200
2018-05-15,43.968666076660156,44.11724188633787,43.65265100074759,44.048848361857765,94780800
2018-05-16,44.37900161743164,44.4450380927892,43.86488799085089,43.88139800932075,76732400
2018-05-17,44.098365783691406,44.55116421714171,43.949790004496656,44.33655555797642,69176000
2018-05-18,43.93799591064453,44.29174501015402,43.895547745993916,44.145529867217114,73190800
2018-05-21,44.249305725097656,44.63607134090016,44.079505835377276,44.33656270229301,73603200
2018-05-22,44.13845443725586,44.544087019146,44.048836848680494,44.426170654608676,60962800
2018-05-23,44.42147445678711,44.454490910870156,43.8083076255036,43.94745173776835,80233600
2018-05-24,44.37192916870117,44.53465433718114,43.91441666990919,44.51814791639791,92936000
2018-05-25,44.47333908081055,44.725678244441816,44.25401275871705,44.390796181399885,69844000
2018-05-29,44.31298065185547,44.513439966610946,44.070073161376456,44.24223369231623,90056400
2018-05-30,44.21864318847656,44.3365595703125,44.04884331075102,44.27052668436617,74762000
2018-05-31,44.070072174072266,44.39080491138191,43.897915245512195,44.15261508971598,109931200
2018-06-01,44.86482620239258,44.869540266724215,44.27760132608851,44.334202484769676,93770000
2018-06-04,45.23979949951172,45.614772730208344,45.12660078050418,45.19499069863809,105064800
2018-06-05,45.588829040527344,45.73740482688072,45.36478864422395,45.53223148269539,86264000
2018-06-06,45.746849060058594,45.77043378128438,45.26103403040243,45.664309732814786,83734400
2018-06-07,45.624210357666016,45.79872430858135,45.360075201959646,45.78457491780687,85388800
2018-06-08,45.209136962890625,45.279887506824466,44.7539814876387,45.08414589463377,106627200
2018-06-11,45.098297119140625,45.27281465481039,44.85775029790672,45.12659949697931,73234000
2018-06-12,45.34593200683594,45.423757265251474,45.0794397824303,45.13604095178425,67644400
2018-06-13,44.97330093383789,45.4874181569556,44.91198571944777,45.37893351770335,86553600
2018-06-14,44.99689865112305,45.17849091346414,44.86011519623833,45.17377324991007,86440400
2018-06-15,44.53465270996094,44.84595364672595,44.3978692921571,44.81529423972038,246876800
2018-06-18,44.51107406616211,44.62427277739509,44.14788961977815,44.30825775933685,73939600
2018-06-19,43.791786193847656,43.94271901773257,43.26351951098928,43.662077454917885,134314000
2018-06-20,43.98280334472656,44.14788553301849,43.801211138344534,43.94742987527894,82514800
2018-06-21,43.73754119873047,44.419097668013194,43.614907167311685,44.15968021665077,102847600
2018-06-22,43.61018753051758,43.900260777710166,43.55830404259411,43.89318608376804,108801600
2018-06-25,42.96165466308594,43.61019477128706,42.62205490339157,43.25172795844052,126652400
2018-06-26,43.49462890625,43.989879081387414,43.04890518803509,43.15503279593732,98276800
2018-06-27,43.43096923828125,44.166766421510985,43.400309822805696,43.68330846262306,101141200
2018-06-28,43.746978759765625,43.91442160952756,43.3460637711596,43.41681432174242,69460800
2018-06-29,43.65500259399414,44.145535169386115,43.13617123876956,43.93328352507445,90950800
2018-07-02,44.143165588378906,44.171467960995365,43.25643588103166,43.350771125550494,70925200
2018-07-03,43.37437057495117,44.32477652433171,43.284752954401505,44.28704241057152,55819200
2018-07-05,43.723392486572266,43.961585878435855,43.459260945558434,43.690376043945534,66416800
2018-07-06,44.32947540283203,44.43795643576801,43.67621777946467,43.72810126426766,69940800
2018-07-09,44.945011138916016,44.96859225753732,44.64314547179164,44.69031130755683,79026400
2018-07-10,44.89076614379883,45.110088877632826,44.85067140893668,44.97566607914282,63756400
2018-07-11,44.30826950073242,44.75635040038795,44.24459363443675,44.45448469142617,75326000
2018-07-12,45.05113983154297,45.140757447737556,44.64550712464103,44.697390628909154,72164400
2018-07-13,45.121883392333984,45.24215680710404,45.02047343207802,45.062925201040784,50055600
2018-07-16,45.022830963134766,45.43317764323029,44.907271620687844,45.16668908392699,60172400
2018-07-17,45.150177001953125,45.249226320159714,44.619553341082245,44.749262066777305,62138000
2018-07-18,44.90253448486328,45.23270234930117,44.79169285305092,45.22798468878218,65573600
2018-07-19,45.25159454345703,45.40960207271725,44.735120184452185,44.735120184452185,81147200
2018-07-20,45.147830963134766,45.381303127712265,44.84832230515157,45.228013249989196,82704800
2018-07-23,45.18791961669922,45.27046253001605,44.70446169267782,44.968593257655385,63957600
2018-07-24,45.515716552734375,45.67136701702628,45.29167618059886,45.386007832491124,74791600
2018-07-25,45.94493865966797,45.9520133543751,45.38129492550352,45.52987071139773,66839600
2018-07-26,45.801082611083984,46.21378994746489,45.65958151348729,45.89541427713352,76304000
2018-07-27,45.03934860229492,46.03220630595924,44.8318181785361,45.985040464128744,96096000
2018-07-30,44.78700637817383,45.32706188833266,44.58890769660208,45.25631133105051,84118000
2018-07-31,44.876625061035156,45.312917210897496,44.65258460510174,44.878985692254616,157492000
2018-08-01,47.52029800415039,47.58161322223618,46.532158229193854,46.96137555136066,271742800
2018-08-02,48.90935134887695,49.14282705476914,47.24909045809848,47.303330980206844,249616000
2018-08-03,49.05086135864258,49.22773594418698,48.45891877596613,48.82446030579577,133789600
2018-08-06,49.30554962158203,49.34799778485918,48.833884170830686,49.05320687813959,101701600
2018-08-07,48.84333038330078,49.40697062018199,48.76078746552856,49.36452244431482,102349600
2018-08-08,48.87633514404297,49.00840090208241,48.23251277433969,48.59333657702674,90102000
2018-08-09,49.26076126098633,49.473009362454604,48.864560246782695,49.414051156655276,93970400
2018-08-10,49.11402893066406,49.48558670831836,48.91050127150326,49.073797180859934,98444800
2018-08-13,49.431148529052734,49.923401518257236,49.154256899714554,49.535279455192196,103563600
2018-08-14,49.639408111572266,49.83110202995326,49.28678360256795,49.73643952568758,82992000
2018-08-15,49.755367279052734,49.8736972019481,49.30334610691821,49.51397322522625,115230400
2018-08-16,50.48428726196289,50.60024829186361,50.046465040138585,50.11272951755133,114001600
2018-08-17,51.492454528808594,51.5800175244301,50.446418345260085,50.51268281942928,141708000
2018-08-20,50.990726470947266,51.87109768021594,50.90789408938502,51.615508252096106,121150800
2018-08-21,50.891326904296875,51.400147691984785,50.6523017823488,51.307850505178855,104639200
2018-08-22,50.893707275390625,51.20373113650399,50.60734723529338,50.66888111445021,76072400
2018-08-23,50.997825622558594,51.36701436188184,50.78719852839893,50.799028630418015,75532800
2018-08-24,51.15638732910156,51.33151328398734,50.907893796984375,51.26051822721865,73905600
2018-08-27,51.57765197753906,51.766980593315445,51.19662944732842,51.39068866042055,82100400
2018-08-28,51.99416732788086,52.192960731402756,51.809572937304424,51.83087145672263,91107200
2018-08-29,52.770408630371094,52.89110745651331,51.925534903087936,52.10066086863943,109019200
2018-08-30,53.25556564331055,54.01997594606434,52.63314908356902,52.83431140009816,195175200
2018-08-31,53.870880126953125,54.164336015200355,53.485123435107745,53.605818652582734,173360400
2018-09-04,54.04365158081055,54.2377108090671,53.63423099014002,54.05548529731061,109560400
2018-09-05,53.691017150878906,54.353665430113836,53.272131830936814,54.19273847104645,133332000
2018-09-06,52.7988166809082,53.80462109487018,52.37282820688396,53.539559593731255,137160000
2018-09-07,52.372825622558594,53.33602933601762,52.233197177478694,52.50298926252407,150479200
2018-09-10,51.66994857788086,52.502992310884245,51.22976108607632,52.28999626644421,158066000
2018-09-11,52.97631072998047,53.082806943997085,51.25105834056841,51.59421441290767,142996000
2018-09-12,52.318397521972656,53.24846904799571,52.02730329115404,53.23427003403245,197114800
2018-09-13,53.58216094970703,54.04128166600447,52.67338793396075,52.89821408368517,166825600
2018-09-14,52.97392654418945,53.683905914420826,52.66153749908139,53.42594760991079,127997200
2018-09-17,51.56344985961914,52.763313434962186,51.41908720503265,52.573984830581786,148780400
2018-09-18,51.64863967895508,52.502981761395574,51.38357822876502,51.54213987256272,126286800
2018-09-19,51.679412841796875,51.97523766891005,50.952868944201235,51.71017977938237,108495200
2018-09-20,52.072265625,52.60475027848478,51.8640038049603,52.12196578156135,106435200
2018-09-21,51.511375427246094,52.38701600738887,51.42380884143232,52.24975288340984,384986800
2018-09-24,52.25212860107422,52.36335902352826,51.267626333584346,51.31259228450954,110773600
2018-09-25,52.58345413208008,52.732550997350124,51.99416978895151,52.006003504013755,98217600
2018-09-26,52.16456985473633,52.952647681500984,52.00837346864391,52.30183301725907,95938800
2018-09-27,53.236629486083984,53.58925394239841,52.90293825002227,52.969206326478,120724800
2018-09-28,53.42359161376953,53.44725543021233,53.016536415071876,53.198761885137,91717600
2018-10-01,53.78331756591797,54.294503721470214,53.56795984146107,53.946613444314615,94403200
2018-10-02,54.26137161254883,54.43176699813006,53.634224437244896,53.78095239271763,99152800
2018-10-03,54.92164993286133,55.2529722591602,54.37969688559939,54.44359605250793,114619200
2018-10-04,53.95608139038086,54.987918497825,53.657887663337085,54.61636079385546,128168000
2018-10-05,53.08042907714844,54.055469984480176,52.202423173171816,53.948973788434415,134322000
2018-10-08,52.957374572753906,53.201133924424155,52.112497192021806,52.588185792016155,118655600
2018-10-09,53.691017150878906,53.78568325427967,52.597649837383955,52.92660687302358,107564000
2018-10-10,51.20371627807617,53.567949063458784,51.1303523152718,53.357321978476975,167962400
2018-10-11,50.751705169677734,51.946838159353845,50.247622134232415,50.76827309287209,212497600
2018-10-12,52.56451416015625,52.746743237513996,51.31731586452513,52.164558475955246,161351600
2018-10-15,51.44038772583008,52.498257597389845,51.419089204933876,52.33969592325769,123164000
2018-10-16,52.57398223876953,52.772779249697095,51.298385840102064,51.811937261784536,116736000
2018-10-17,52.346805572509766,52.68996171651529,51.908983298718965,52.60949821455552,91541600
2018-10-18,51.12325668334961,52.003631525989235,50.40854299687499,51.55870989702403,130325200
2018-10-19,51.901885986328125,52.36337210373284,51.4569641853719,51.60606108912718,132314800
2018-10-22,52.218994140625,52.8603439191293,51.81430782182485,52.015466526416446,115168400
2018-10-23,52.711238861083984,52.834302974316415,50.81086086158225,51.078287604430955,155071200
2018-10-24,50.90317153930664,53.066242647781394,50.77300788610359,52.68048950792541,163702000
2018-10-25,52.01782989501953,52.391752849252924,51.29601671156717,51.52321173088781,119423200
2018-10-26,51.18952178955078,52.11012838089742,50.33044545379852,51.09485569116432,189033600
2018-10-29,50.228675842285156,51.9917905805729,48.77321594644914,51.873460683893974,183742000
2018-10-30,50.479549407958984,50.92446749400943,49.52581045070183,49.970728536752276,146640000
2018-10-31,51.79537582397461,52.171664125400724,51.265256450664545,51.326790323875244,153435600
2018-11-01,52.59055709838867,52.62368933605675,51.310226322888035,51.84034573672041,233292800
2018-11-02,49.102176666259766,50.56236726950181,48.61702333058123,49.59206420928688,365314800
2018-11-05,47.7082633972168,48.37091177031548,46.898887056991256,48.34961324821186,264654800
2018-11-06,48.224185943603516,48.44901211289893,47.731932947771526,47.78636371038881,127531600
2018-11-07,49.686737060546875,49.712769789684685,48.30937854826853,48.74483182553473,133697600
2018-11-08,49.513370513916016,49.900469550137,49.1001442948678,49.86722171346018,101450400
2018-11-09,48.55867385864258,48.92440003499794,48.031455613431376,48.81515870418388,137463200
2018-11-12,46.112579345703125,47.46149946228675,46.02233365648393,47.259635249162585,204542000
2018-11-13,45.651851654052734,46.82740454065561,45.46661319307252,45.509362481467676,187531600
2018-11-14,44.362308502197266,46.186196076134955,44.15569357677625,46.04845400043511,243204000
2018-11-15,45.457115173339844,45.59010651669054,44.38605290163745,44.739907715993084,185915200
2018-11-16,45.96059799194336,46.302577910996455,44.9940332715925,45.241016755495586,147713200
2018-11-19,44.13908004760742,45.28850964562058,43.93246870577776,45.122270426691934,167701200
2018-11-20,42.03020477294922,43.09651653057792,41.68110061533722,42.36030964576851,271300800
2018-11-21,41.982696533203125,42.81152243279849,41.9280758696672,42.683278202549936,124496800
2018-11-23,40.9163932800293,41.93995928124868,40.87127405903531,41.545732307356154,94496000
2018-11-26,41.4697380065918,41.548108696422304,40.434300553403695,41.37949593469791,179994000
2018-11-27,41.379493713378906,41.50536079593518,40.58154192418176,40.73115539333304,165549600
2018-11-28,42.970638275146484,43.05375604780833,41.54334772477524,41.97082246218877,184250000
2018-11-29,42.64054489135742,43.41237317618883,42.201195033571544,43.379125333484275,167080000
2018-11-30,42.410179138183594,42.82577894068575,42.04207573121886,42.81627748733265,158126000
2018-12-03,43.892093658447266,43.920590773009714,43.03477043251187,43.80659869101698,163210000
2018-12-04,41.96133041381836,43.31499758229476,41.86158689864037,42.97301774526017,165377200
2018-12-06,41.49348449707031,41.507733053331634,40.472295688010675,40.79052552365589,172393600
2018-12-07,40.013954162597656,41.43886790910072,39.96883131415951,41.20138228468355,169126400
2018-12-10,40.27756118774414,40.39392681826417,38.788525387961656,39.185125924591716,248104000
2018-12-11,40.04719924926758,40.79765101673973,39.6600965485078,40.766780351835095,189126800
2018-12-12,40.15882873535156,40.82853644855718,40.13982944667104,40.46755721111472,142510800
2018-12-13,40.5981559753418,40.98288504875314,40.265677639052576,40.48891464645052,127594400
2018-12-14,39.29912185668945,40.15407159200264,39.25162545444832,40.13507230635754,162814800
2018-12-17,38.93338394165039,39.98069614858021,38.64602481476613,39.29198583874038,177151600
2018-12-18,39.439239501953125,39.78596648532235,39.04026176741648,39.2753738408261,135366000
2018-12-19,38.20906066894531,39.766965732375674,37.78158583477407,39.422612313422675,196189200
2018-12-20,37.244869232177734,38.498792982639806,36.88151653310877,38.09269098875768,259092000
2018-12-21,35.79619598388672,37.56071550705101,35.534964052788624,37.25198356689697,382978400
2018-12-24,34.869998931884766,35.990930863178946,34.813001103199134,35.1834779303022,148676800
2018-12-26,37.325618743896484,37.33986730293272,34.84389445485186,35.21912221236073,234330000
2018-12-27,37.0833740234375,37.23061755574268,35.63946480198552,37.009754069156195,212468400
2018-12-28,37.102378845214844,37.64622296552479,36.70340472744858,37.403986609027776,169165600
2018-12-31,37.46097946166992,37.84570497009902,37.16174528956495,37.648591489285586,140014000
2019-01-02,37.50372314453125,37.72458662290483,36.62740075617171,36.78414211195393,148158800
2019-01-03,33.768070220947266,34.6063939048383,33.722947387601785,34.19316775202063,365248800
2019-01-04,35.2096061706543,35.27847900912154,34.15042265199752,34.32378608802359,234428400
2019-01-07,35.13124084472656,35.34498004544206,34.64914539714357,35.3141057597988,219111200
2019-01-08,35.80094528198242,36.055056550079776,35.2713535405517,35.518336908581354,164101200
2019-01-09,36.408912658691406,36.6986453479839,35.534967488442895,35.929190786032024,180396400
2019-01-10,36.52528381347656,36.56565592820539,35.82707561156554,36.21655182724987,143122800
2019-01-11,36.16667938232422,36.50153493832651,35.98144090958733,36.306798636311406,108092800
2019-01-14,35.62283706665039,35.924444768462564,35.437598603803195,35.82470125952503,129756800
2019-01-15,36.3519172668457,36.427910763494,35.634709844065036,35.68695695839793,114843600
2019-01-16,36.7960090637207,37.01924604454484,36.335286549890746,36.35428582738021,122278800
2019-01-17,37.01449966430664,37.44197439864599,36.3970357565118,36.62027276354135,119284800
2019-01-18,37.242496490478516,37.49423066668109,37.04300581658366,37.40398497191301,135004000
2019-01-22,36.40654373168945,37.22111761208294,36.24505163700586,37.14512410332922,121576000
2019-01-23,36.55377197265625,36.84350460622213,36.02655381149483,36.608392629355585,92522400
2019-01-24,36.26404571533203,36.68676973887957,36.03606159804956,36.59890123781676,101766000
2019-01-25,37.46572494506836,37.5535970765076,36.6487775687618,36.92425809596469,134142000
2019-01-28,37.118995666503906,37.12611994377185,36.492033900729126,36.99787570546437,104768400
2019-01-29,36.734275817871094,37.553604147254646,36.59891089197935,37.10712999950282,166348800
2019-01-30,39.2444953918457,39.45823098230422,38.05231666544547,38.7695241919444,244439200
2019-01-31,39.527095794677734,40.13505822707616,39.08062179799805,39.44872512778767,162958400
2019-02-01,39.54609680175781,40.130309255024635,39.405977566123646,39.65059102884413,130672400
2019-02-04,40.66939926147461,40.76676920385705,39.726581365338454,39.75745564554308,125982000
2019-02-05,41.365238189697266,41.578977394234336,40.93064275033117,41.05175909628241,144406400
2019-02-06,41.379493713378906,41.695350007409324,41.04938886264292,41.476860058781234,112958400
2019-02-07,40.59579086303711,41.30824769496477,40.45329804715444,40.94251782527925,126966800
2019-02-08,40.64348602294922,40.70311205010361,40.16886153665804,40.30481062542633,95280000
2019-02-11,40.40974807739258,40.834288725227694,40.36681908607748,40.796127195647315,83973600
2019-02-12,40.757972717285156,40.78420831850001,40.47415220576565,40.56955604622166,89134000
2019-02-13,40.588623046875,41.1371831649396,40.52661329551529,40.877214588225634,89960800
2019-02-14,40.73650360107422,40.84621345605926,40.39782819422876,40.476534988953155,87342800
2019-02-15,40.6458740234375,40.95115902339319,40.48607669059228,40.84383289109825,98507200
2019-02-19,40.76750946044922,40.889148896685995,40.42406656800364,40.476537768089266,75891200
2019-02-20,41.02985763549805,41.33752994452727,40.78181498726989,40.8295150766272,104457600
2019-02-21,40.79851531982422,41.11095514343004,40.61725349372424,40.9750096836761,68998800
2019-02-22,41.25405502319336,41.26120985514692,40.87483437251925,40.92253446530428,75652800
2019-02-25,41.5545654296875,41.94571198087244,41.48778457748155,41.53787203627776,87493600
2019-02-26,41.578426361083984,41.80977566356522,41.30176069059117,41.43055496170665,68280800
2019-02-27,41.707210540771484,41.738217238147755,41.19681191554491,41.311296503110974,111341600
2019-02-28,41.29698181152344,41.7167513399161,41.24212688971162,41.57603479995883,112861600
2019-03-01,41.731056213378906,41.77398519788265,41.234967325397555,41.56648782754817,103544800
2019-03-04,41.940956115722656,42.394112543739396,41.4925671504077,41.90279457840128,109744800
2019-03-05,41.86463928222656,41.97673654026667,41.62851882904494,41.962426871459,78949600
2019-03-06,41.623748779296875,41.85509811540578,41.48541592394316,41.65952294909317,83241600
2019-03-07,41.14196014404297,41.60465871287591,41.0274791869895,41.46870961945666,99185600
2019-03-08,41.239749908447266,41.27791144259841,40.42644995336146,40.62202508642293,95997600
2019-03-11,42.668392181396484,42.72086338701754,41.82170533647012,41.855095772839455,128044000
2019-03-12,43.14777755737305,43.567543462773116,42.780479205774704,42.93073795318164,129870400
2019-03-13,43.33858871459961,43.71780942231808,43.15016840672244,43.46737934842093,124130000
2019-03-14,43.82035827636719,43.90860727009879,43.54130890969814,43.86090353758059,94318000
2019-03-15,44.390377044677734,44.678968575218754,43.82273982382835,44.08747949127947,156171600
2019-03-18,44.84354019165039,44.93178554071585,44.31167344863982,44.31406081869042,104879200
2019-03-19,44.48817825317383,45.07490005613711,44.34269057791804,44.92225754761337,126585600
2019-03-20,44.87693786621094,45.19414879506152,44.05886680985221,44.416623003991106,124140800
2019-03-21,46.5297737121582,46.82552016805965,45.270472092327076,45.32055956507145,204136800
2019-03-22,45.56620407104492,47.149870977024335,45.50180695205783,46.58938494734348,169630800
2019-03-25,45.0152702331543,45.78802127537282,44.50487154702467,45.67592404455743,175381200
2019-03-26,44.55018997192383,46.00268305675248,44.02309782192176,45.71170769350031,199202000
2019-03-27,44.95087814331055,45.258546900327964,44.4929506048766,45.017659015210214,119393600
2019-03-28,45.01050567626953,45.2108482986207,44.726685141629694,45.065360614447535,83121600
2019-03-29,45.30385208129883,45.3348587781949,44.96756043418868,45.27523275449241,94256000
2019-04-01,45.61153030395508,45.71646906225277,44.92940835895731,45.70693049851085,111448000
2019-04-02,46.27458190917969,46.37952433040807,45.56622420517309,45.575762771064326,91062800
2019-04-03,46.5917854309082,46.866063737526034,46.06707340893333,46.090925278762874,93087200
2019-04-04,46.672874450683594,46.835055514550795,46.06468818261306,46.45821854703762,76457200
2019-04-05,46.98530960083008,47.00916146750853,46.730108456649496,46.85413161266641,74106400
2019-04-08,47.724674224853516,47.75567728467312,46.82789643538214,46.846977201039394,103526800
2019-04-09,47.58157730102539,48.38056764876141,47.51718016237022,47.77715244831723,143072800
2019-04-10,47.84870529174805,47.87732826678451,47.2667545362324,47.38600662091069,86781200
2019-04-11,47.45039749145508,47.93933170184318,47.328761691309175,47.903557536883895,83603200
2019-04-12,47.43132019042969,47.734221486599644,46.79690190331519,47.51002699837706,111042800
2019-04-15,47.517181396484375,47.66505644609924,47.2262060386002,47.36215515270482,70146400
2019-04-16,47.52194595336914,48.02757352365968,47.357377528133505,47.57203341989984,102785600
2019-04-17,48.447349548339844,48.50697558632508,47.369309762567,47.591116877015516,115627200
